partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_cleaned,cluster
University of Pennsylvania,Fundamentals of Quantitative Modeling,"{"" Business Analysis"","" Data Model"","" Finance"","" Forecasting"","" General Statistics"","" Mathematical Theory & Analysis"","" Probability & Statistics"","" Regression"","" Statistical Analysis"","" Linear Algebra""}",4.6,8.6k,Mixed , Course , 1 - 4 Weeks,False,"{"" business analysis"","" data model"","" finance"","" forecasting"","" general statistics"","" mathematical theory & analysis"","" probability & statistics"","" regression"","" statistical analysis"","" linear algebra""}",Machine Learning
University of Amsterdam,Methods and Statistics in Social Sciences,"{"" Probability & Statistics"","" Statistical Tests"","" General Statistics"","" Statistical Analysis"","" Correlation And Dependence"","" Statistical Programming"","" Basic Descriptive Statistics"","" Research and Design"","" Data Analysis"","" Regression"","" Adaptability"","" Computational Thinking"","" Critical Thinking"","" People Analysis"","" Theoretical Computer Science"","" Writing"","" Probability Distribution"","" Problem Solving"","" R Programming"","" Experiment"","" Mathematical Theory & Analysis"","" Computer Programming""}",4.6,7.3k,Beginner , Specialization , 3 - 6 Months,False,"{"" probability & statistics"","" statistical tests"","" general statistics"","" statistical analysis"","" correlation and dependence"","" statistical programming"","" basic descriptive statistics"","" research and design"","" data analysis"","" regression"","" adaptability"","" computational thinking"","" critical thinking"","" people analysis"","" theoretical computer science"","" writing"","" probability distribution"","" problem solving"","" r programming"","" experiment"","" mathematical theory & analysis"","" computer programming""}",Machine Learning
University of Virginia,Pricing Strategy Optimization,"{"" Marketing"","" Strategy"","" Strategy and Operations"","" Customer Analysis"","" Sales"","" Product Strategy"","" Business Analysis"","" Leadership and Management"","" Market Analysis"","" Product Marketing"","" Design and Product"","" Product Management"","" Entrepreneurship"","" Market Research"","" Accounting"","" Decision Making"","" Game Theory"","" B2B Sales"","" Cost Accounting"","" Data Analysis"","" Product Lifecycle"","" Marketing Management"","" Retail Sales""}",4.8,864,Beginner , Specialization , 3 - 6 Months,False,"{"" marketing"","" strategy"","" strategy and operations"","" customer analysis"","" sales"","" product strategy"","" business analysis"","" leadership and management"","" market analysis"","" product marketing"","" design and product"","" product management"","" entrepreneurship"","" market research"","" accounting"","" decision making"","" game theory"","" b2b sales"","" cost accounting"","" data analysis"","" product lifecycle"","" marketing management"","" retail sales""}",App Development
The Museum of Modern Art,Modern and Contemporary Art and Design,"{"" Design and Product"","" Critical Thinking"","" Creativity""}",4.8,14.1k,Beginner , Specialization , 3 - 6 Months,False,"{"" design and product"","" critical thinking"","" creativity""}",Web Development
"University of California, Davis",The Strategy of Content Marketing,"{"" Digital Marketing"","" Marketing"","" Writing"","" Strategy""}",4.5,4.3k,Intermediate , Course , 1 - 3 Months,False,"{"" digital marketing"","" marketing"","" writing"","" strategy""}",App Development
Stanford University,Introduction to Healthcare,"{""(780 reviews)""}",4.8,780,Beginner , Course , 1 - 3 Months,False,"{""(780 reviews)""}",Cloud Computing
Google,Capstone: Applying Project Management in the Real World,"{"" Communication"","" Leadership and Management"","" Planning"","" Problem Solving"","" Project Management""}",4.8,6.8k,Beginner , Course , 1 - 4 Weeks,False,"{"" communication"","" leadership and management"","" planning"","" problem solving"","" project management""}",App Development
Duke University,Java Programming and Software Engineering Fundamentals,"{"" Computer Programming"","" Java Programming"","" Programming Principles"","" Algorithms"","" Problem Solving"","" Data Structures"","" Software Engineering"","" Computer Programming Tools"","" Critical Thinking"","" Computational Thinking"","" Data Analysis"","" Javascript"","" Software Testing"","" Front-End Web Development"","" HTML and CSS"","" Web Design"","" Web Development"","" Web Development Tools"","" Computer Graphic Techniques"","" Software Architecture"","" Data Model"","" Cryptography"","" Data Analysis Software"","" Statistical Programming"","" Strategy""}",4.6,21.5k,Beginner , Specialization , 3 - 6 Months,False,"{"" computer programming"","" java programming"","" programming principles"","" algorithms"","" problem solving"","" data structures"","" software engineering"","" computer programming tools"","" critical thinking"","" computational thinking"","" data analysis"","" javascript"","" software testing"","" front-end web development"","" html and css"","" web design"","" web development"","" web development tools"","" computer graphic techniques"","" software architecture"","" data model"","" cryptography"","" data analysis software"","" statistical programming"","" strategy""}",Machine Learning
DeepLearning.AI,Natural Language Processing with Classification and Vector Spaces,"{"" Machine Learning"","" Natural Language Processing"","" Probability & Statistics"","" Python Programming"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Computer Programming"","" Human Learning"","" Mathematics"","" Statistical Machine Learning""}",4.6,4.1k,Intermediate , Course , 1 - 4 Weeks,False,"{"" machine learning"","" natural language processing"","" probability & statistics"","" python programming"","" machine learning algorithms"","" applied machine learning"","" computer programming"","" human learning"","" mathematics"","" statistical machine learning""}",Machine Learning
IBM,Introduction to Cybersecurity Tools & Cyber Attacks,"{"" Cryptography"","" Security Software"","" Cyberattacks"","" Leadership and Management""}",4.6,14.7k,Beginner , Course , 1 - 4 Weeks,False,"{"" cryptography"","" security software"","" cyberattacks"","" leadership and management""}",Cyber Security
University of London,"Brand Management: Aligning Business, Brand and Behaviour","{"" Brand Management"","" Leadership and Management"","" Marketing""}",4.9,7k,Beginner , Course , 1 - 3 Months,False,"{"" brand management"","" leadership and management"","" marketing""}",App Development
Google Cloud,Machine Learning on Google Cloud,"{"" Machine Learning"","" Applied Machine Learning"","" Google Cloud Platform"","" Human Learning"","" Machine Learning Software"","" Cloud Computing"","" Machine Learning Algorithms"","" Deep Learning"","" Cloud Platforms"","" Artificial Neural Networks"","" Feature Engineering"","" Exploratory Data Analysis"","" Tensorflow"","" Python Programming"","" Data Analysis"","" Data Visualization"","" Probability & Statistics"","" Regression"","" Statistical Programming"","" Statistical Visualization"","" Algorithms"","" SQL"","" Cloud API"","" Apache"","" Extract"","" Transform"","" Load""}",4.5,9.5k,Intermediate , Specialization , 3 - 6 Months,False,"{"" machine learning"","" applied machine learning"","" google cloud platform"","" human learning"","" machine learning software"","" cloud computing"","" machine learning algorithms"","" deep learning"","" cloud platforms"","" artificial neural networks"","" feature engineering"","" exploratory data analysis"","" tensorflow"","" python programming"","" data analysis"","" data visualization"","" probability & statistics"","" regression"","" statistical programming"","" statistical visualization"","" algorithms"","" sql"","" cloud api"","" apache"","" extract"","" transform"","" load""}",Cyber Security
